838449640	20180415	201804	2018	2018.2877	AUS	AUSTRALIA	AUS																		0	061	061	06	2	6.4	20	1	20	-0.62240663900415	4	Katanning, Western Australia, Australia	AS	AS08	5495	-33.6879	117.558	-1581096	0								4	Katanning, Western Australia, Australia	AS	AS08	5495	-33.6879	117.558	-1581096	20190415081500	https://www.farmweekly.com.au/story/6030344/management-the-key-to-live-export-future/?cs=5184
838449641	20180415	201804	2018	2018.2877	COP	SECURITY FORCE						COP			EDU	STUDENT						EDU			0	190	190	19	4	-10.0	3	1	3	-4.42764578833693	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20190415081500	https://www.firstpost.com/india/lok-sabha-election-in-pulwamas-karimabad-youngsters-refuse-to-vote-claiming-they-wont-sell-blood-of-their-brothers-6450071.html
838449642	20180415	201804	2018	2018.2877	COP	SECURITY FORCE						COP			EDU	STUDENT						EDU			0	190	190	19	4	-10.0	2	1	2	-4.42764578833693	4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	20190415081500	https://www.firstpost.com/india/lok-sabha-election-in-pulwamas-karimabad-youngsters-refuse-to-vote-claiming-they-wont-sell-blood-of-their-brothers-6450071.html
838449643	20180415	201804	2018	2018.2877	CVL	VILLAGE						CVL			EDU	STUDENT						EDU			0	190	190	19	4	-10.0	3	1	3	-4.42764578833693	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20190415081500	https://www.firstpost.com/india/lok-sabha-election-in-pulwamas-karimabad-youngsters-refuse-to-vote-claiming-they-wont-sell-blood-of-their-brothers-6450071.html
838449644	20180415	201804	2018	2018.2877	CVL	VILLAGE						CVL			EDU	STUDENT						EDU			0	190	190	19	4	-10.0	1	1	1	-4.42764578833693	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	20190415081500	https://www.firstpost.com/india/lok-sabha-election-in-pulwamas-karimabad-youngsters-refuse-to-vote-claiming-they-wont-sell-blood-of-their-brothers-6450071.html
838449645	20180415	201804	2018	2018.2877	CVL	VILLAGE						CVL			EDU	STUDENT						EDU			0	190	190	19	4	-10.0	1	1	1	-4.42764578833693	4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	20190415081500	https://www.firstpost.com/india/lok-sabha-election-in-pulwamas-karimabad-youngsters-refuse-to-vote-claiming-they-wont-sell-blood-of-their-brothers-6450071.html
838449646	20180415	201804	2018	2018.2877	EDU	STUDENT						EDU			COP	SECURITY FORCE						COP			0	190	190	19	4	-10.0	3	1	3	-4.42764578833693	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20190415081500	https://www.firstpost.com/india/lok-sabha-election-in-pulwamas-karimabad-youngsters-refuse-to-vote-claiming-they-wont-sell-blood-of-their-brothers-6450071.html
838449647	20180415	201804	2018	2018.2877	EDU	STUDENT						EDU			COP	SECURITY FORCE						COP			0	190	190	19	4	-10.0	2	1	2	-4.42764578833693	4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	20190415081500	https://www.firstpost.com/india/lok-sabha-election-in-pulwamas-karimabad-youngsters-refuse-to-vote-claiming-they-wont-sell-blood-of-their-brothers-6450071.html
838449648	20180415	201804	2018	2018.2877	GOV	GOVERNMENT						GOV			ZAF	NORTH WEST	ZAF								1	051	051	05	1	3.4	10	1	10	4.76190476190477	0								0								0								20190415081500	https://www.theboltonnews.co.uk/news/17573234.north-west-ambulance-service-making-improvements/
838449649	20190316	201903	2019	2019.2082	KORGOV	SOUTH KOREA	KOR					GOV			VEN	VENEZUELA	VEN								1	040	040	04	1	1.0	1	1	1	-0.97560975609757	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	1	Venezuela	VE	VE		8	-66	VE	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20190415081500	https://www.newsgram.com/venezuelan-people-not-tolerate-maduro-regime-longer/
